aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
crosier	the pastoral staff of a bishop also of an archbishop being the symbol of his office as a shepherd of the flock of god
crossbar	a transverse bar or piece as a bar across a door or as the iron bar or stock which passes through the shank of an anchor to insure its turning fluke down
crossbirth	any preternatural labor in which the body of the child lies across the pelvis of the mother so that the shoulder arm or trunk is the part first presented at the mouth of the uterus
crossbowman	one who shoots with a crossbow see arbalest
crossbun	a bun or cake marked with a cross and intended to be eaten on good friday
crossette	a return in one of the corners of the architrave of a door or window  called also ancon ear elbow
crossexaminer	one who crossexamines or conducts a crosseexamination
crossgarnet	a hinge having one strap perpendicular and the other strap horizontal giving it the form of an egyptian or t cross
crossness	the quality or state of being cross peevishness fretfulness ill humor
crosspurpose	a counter or opposing purpose hence that which is inconsistent or contradictory
crossroad	a road that crosses another an obscure road intersecting or avoiding the main road
crossspall	one of the temporary wooden braces placed horizontally across a frame to hold it in position until the deck beams are in a crosspawl
crossstitch	a form of stitch where the stitches are diagonal and in pairs the thread of one stitch crossing that of the other
crosstining	a mode of harrowing crosswise or transversely to the ridges
crossweek	rogation week when the cross was borne in processions
crotaphite	the temple or temporal fossa also used adjectively
crotchetiness	the state or character of being crotchety or whimsical
croupade	a leap in which the horse pulls up his hind legs toward his belly
crowdy	a thick gruel of oatmeal and milk or water food of the porridge kind
